id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3538533,1 DB. Clean. Bright. Edinburgh Flat. 2-3 People,17814649,Peter,,Leith (Albert Street),55.96235,-3.1748,Entire home/apt,150,2,150,2020-09-17,1.55,1,4,0,
3543578,Peaceful double room in excellent location,17396344,Ines,,Meadowbank and Abbeyhill North,55.95786,-3.17097,Private room,90,1,37,2022-09-10,0.37,1,87,11,
3545729,Charming City Centre Flat (Sleeps 4),17660784,Jacci,,Tollcross,55.94195,-3.20796,Entire home/apt,172,2,26,2022-06-04,0.26,1,224,5,
3561287,★ Bright Studio ★ Walk Score 91 ★ Wi-Fi ★ Sleeps 2,17650035,Rory,,Polwarth,55.93797,-3.21982,Entire home/apt,87,30,27,2019-11-16,0.27,1,19,0,
3562412,"Characterful flat, Edinburgh centre",17935105,Stephen,,New Town West,55.95729,-3.20422,Entire home/apt,93,2,454,2022-09-05,4.60,1,3,55,
3572324,Beautiful Double Room.,17989105,Mary,,Craiglockhart,55.92809,-3.23019,Private room,50,2,70,2022-09-02,0.71,2,12,29,
3582822,Very central 2 bedroom flat,13685735,Michael,,Broughton South,55.96165,-3.18079,Entire home/apt,150,2,393,2021-02-20,4.00,1,0,0,
3599607,The Coates Gardens Residence,646220,Reserve,,Deans Village,55.94878,-3.22041,Entire home/apt,211,1,7,2022-07-27,0.13,46,285,4,
3601764,Charming Georgian flat in great location,18146785,Chris,,Canonmills and New Town North,55.961578369140625,-3.201414108276367,Private room,95,1,147,2022-09-11,1.70,1,182,13,
3604022,Georgian Gem,8238902,Stephanie,,Stockbridge,55.95437,-3.21329,Entire home/apt,241,2,40,2022-09-02,0.40,1,97,5,
3607325,Spacious room in Morningside Flat,4339805,William,,Morningside,55.92774,-3.21171,Private room,40,1,69,2022-08-31,0.70,2,288,12,
3613425,The Auld Pottery-Charming & Central,3028848,Henry,,Dalry and Fountainbridge,55.94398,-3.21151,Entire home/apt,115,2,188,2022-08-24,2.04,1,81,16,
3614930,Annandale Quiet Central Family 2 Bed apt & Parking,18214643,Mark,,New Town East and Gayfield,55.96053,-3.18503,Entire home/apt,110,2,2,2022-07-16,0.02,3,80,1,
3621547,Five Bedroom City Centre Flat,16107719,Moira,,Meadows and Southside,55.94409,-3.19841,Entire home/apt,500,2,134,2022-08-15,1.37,2,359,13,
3636360,Super Edinburgh Family Home,18337780,Lincoln & Sheena,,Marchmont West,55.93848,-3.20048,Entire home/apt,350,6,6,2019-08-11,0.07,1,14,0,
3639902,Artists Mews House near City Centre,18370468,Fiona,,Stockbridge,55.9554,-3.21444,Entire home/apt,148,2,401,2022-09-05,4.07,1,150,49,
3642816,Spacious 2 Bed Trinity Flat,6125933,Andrew,,Trinity East and The Dudleys,55.97744,-3.19654,Entire home/apt,140,4,14,2022-09-01,0.14,1,347,5,
3644426,"Historic Lodge, easy Highland Show, Airport & City",18405798,Judith,,"Ratho, Ingliston and Gogar",55.93701,-3.37636,Entire home/apt,157,1,67,2020-01-01,0.68,1,76,0,
3649003,Kell's Place,4349278,Kelly,,Meadows and Southside,55.9435,-3.1841,Entire home/apt,81,3,470,2022-09-05,4.75,1,154,75,
3650472,Lovely Top Floor - 1 Bed Flat - Free parking,15001796,Jamie,,Gorgie East,55.93744,-3.23264,Entire home/apt,87,3,50,2022-08-29,0.51,1,46,6,
3664784,"Cosy 1 bed flat, great location",5176441,Kerri,,Willowbrae and Duddingston Village,55.95479,-3.1457,Entire home/apt,155,5,1,2014-08-13,0.01,1,87,0,
3669030,Top Royal Mile Lawnmarket Old Town,11294137,Paul,,"Old Town, Princes Street and Leith Street",55.9485,-3.19477,Entire home/apt,230,3,190,2022-08-28,1.93,7,269,55,
3696580,Beautiful 2 bedroom apartment with parking space,15524357,Vicki,,The Grange,55.93462,-3.18195,Entire home/apt,186,2,106,2022-09-11,1.08,2,351,34,
3707463,Luxury flat in heart of Old Town.,5663384,Cluny,,"Old Town, Princes Street and Leith Street",55.9512,-3.18347,Entire home/apt,125,7,348,2021-12-05,3.52,1,19,5,
3714799,"Double Rm, Bath and Breakfast in Historic Cottage.",18961989,Niall,,Bonaly and The Pentlands,55.90732,-3.25704,Private room,64,2,110,2022-08-29,1.11,1,0,9,
3719025,"Whole town house,central location.Free Parking.",11909216,Laura,,Murrayfield and Ravelston,55.94848,-3.24856,Entire home/apt,400,4,14,2022-08-15,0.23,1,17,2,
3720751,room with 4 poster bed,19003261,Duncan,,The Shore and Constitution Street,55.97601,-3.16813,Private room,29,2,191,2022-09-05,1.93,1,27,26,
3724162,Twin room ensuite shower & breakfast in the Grange,15793128,Clarance,,The Grange,55.93336,-3.1863,Private room,91,3,30,2022-08-28,0.40,2,0,11,
3728430,Stylish Very Comfy Apt with Parking & Super Host,19048456,Jane,,Newington and Dalkeith Road,55.93589,-3.17245,Entire home/apt,131,2,207,2022-09-08,2.11,1,266,46,
3736599,ROYAL MILE 4 BED LUXURY INC JACUZZI,17979378,Tim,,"Old Town, Princes Street and Leith Street",55.95113,-3.18976,Entire home/apt,500,1,156,2022-08-26,1.58,2,133,41,
3740403,"Bright, stylish room in city centre - free parking",19124099,Drew & Tom,,Hillside and Calton Hill,55.95951,-3.16998,Private room,49,1,814,2021-08-22,8.40,2,0,0,
3740646,1BD 5 mins from Royal Mile,19125772,Anna,,Abbeyhill,55.95371,-3.1693,Entire home/apt,70,2,154,2022-08-22,1.56,1,0,27,
3743460,Private room in stylish Bruntsfield flat,19146364,Christopher,,Bruntsfield,55.93886,-3.21137,Private room,54,1,76,2022-08-22,0.77,1,0,14,
3755672,Castle view&Grassmarket Studio Flat,16978024,Dmitriy,,"Old Town, Princes Street and Leith Street",55.94655,-3.19972,Entire home/apt,96,2,185,2022-09-09,1.88,1,126,62,
3757123,Large room beside desirable Stockbridge,18720669,Claire,,Comely Bank,55.95831,-3.21966,Private room,70,1,47,2022-09-09,0.48,1,5,15,
3767601,1 double bed | Sleeps 2 | Value,18656606,Alex,,Restalrig (Loganlea) and Craigentinny West,55.95857,-3.14911,Private room,19,14,20,2019-12-01,0.26,2,0,0,
3768133,Double room with free on-street car parking,19296652,Diane,,Meadowbank and Abbeyhill North,55.95908,-3.15206,Private room,40,2,103,2022-09-03,1.06,1,265,5,
3773949,"Edinburgh flat: Smart, clean, walkable to centre.",18243423,R,,South Leith,55.96541,-3.17459,Entire home/apt,86,2,89,2022-08-29,0.90,1,14,13,
3784825,Little Gem in Edinburgh City,19424184,Bronagh,,Restalrig (Loganlea) and Craigentinny West,55.95677,-3.14667,Private room,60,2,2,2014-08-26,0.02,1,363,0,
3788792,(RmA) Double Bedroom EnSuite -Lovely Flat in Leith,19446059,Paul,,Great Junction Street,55.96947,-3.17351,Private room,31,2,74,2022-08-30,0.75,9,100,8,
3805744,Cosy 2 bed Old Town Apt,19173145,Anabel,,"Canongate, Southside and Dumbiedykes",55.94632,-3.18293,Entire home/apt,150,3,121,2022-09-04,1.23,31,34,61,
3815695,5 STAR RATED LARGE BEDROOM WITH FREE PARKING.,19620032,Carole,,Stockbridge,55.96163,-3.20367,Private room,75,2,81,2019-10-06,1.31,1,0,0,
3815769,Lovely city apartment,2378566,Heather,,Pilrig,55.96871,-3.1799,Entire home/apt,115,4,69,2022-08-02,0.71,2,302,13,
3819296,Central small triple room e/suite bathroom,18719810,Maureen,,Pilrig,55.96532,-3.17979,Private room,65,3,84,2022-09-10,0.85,3,11,6,
3819562,central spacious twin room e/suite,18719810,Maureen,,Leith (Albert Street),55.96382,-3.17763,Private room,65,3,63,2022-09-13,0.65,3,9,5,
3823202,Lovely city centre flat with wifi,16534337,Jennie,,Deans Village,55.95265,-3.21714,Entire home/apt,59,2,211,2020-03-09,2.18,1,214,0,
3823862,"Edinburgh, heart of Festival, modern, parking GE",19672168,Alison,,Meadows and Southside,55.94349,-3.18108,Entire home/apt,250,2,84,2019-08-28,0.86,3,0,0,
3834276,Walk the Royal Mile from an Artsy Flat,1647713,Dunc & Dee,,"Old Town, Princes Street and Leith Street",55.94972,-3.18506,Entire home/apt,109,3,449,2022-08-29,5.09,4,82,64,
3834917,"Beautiful Apartment, Super Central",10820461,Andrew,,"Old Town, Princes Street and Leith Street",55.95047,-3.18902,Entire home/apt,124,2,374,2022-09-04,3.80,1,10,23,
3841834,Stylish Two-Bedroom Apartment in Central Edinburgh,14931637,Murat,,Tollcross,55.94818,-3.20859,Entire home/apt,300,2,44,2022-05-30,0.45,2,47,9,
3854651,ALTIDO Chic 1-bed Apt in the Royal Mile Tower,3669963,Emma,,"Old Town, Princes Street and Leith Street",55.9502,-3.19256,Entire home/apt,109,2,670,2022-09-05,6.83,1,209,51,
3876179,⭐CITY CENTRE ⭐PARKING ⭐15 MIN CASTLE ⭐8 MIN EICC ⭐,20028464,Lisa McKinney,,Tollcross,55.9422,-3.20564,Entire home/apt,81,1,45,2022-08-12,0.50,12,1,1,
3879839,"Warm, 2 bath, Well-equipped, Central with Parking!",5583800,Rosie,,Broughton South,55.96298,-3.18541,Entire home/apt,91,4,50,2021-05-31,1.17,1,0,0,
3889668,Central apt. in historic Old Town Edinburgh,6687814,Charlotte,,"Old Town, Princes Street and Leith Street",55.94707,-3.18731,Entire home/apt,95,2,689,2022-09-11,7.03,2,219,91,
3914042,Dicksonfield Quite Central Family Apt with Parking,18214643,Mark,,Leith (Albert Street),55.96265,-3.17879,Entire home/apt,214,4,3,2015-08-28,0.03,3,0,0,
3936972,Spacious and central 3 bed apt with parking,19173145,Anabel,,Dalry and Fountainbridge,55.9445,-3.22036,Entire home/apt,181,3,45,2022-09-06,0.47,31,45,24,
3944489,Nice double bedroom,14931637,Murat,,Deans Village,55.95056,-3.20984,Private room,95,2,36,2022-09-04,0.38,2,307,14,
3973401,Edinburgh Central flat,6410973,Austen,,Deans Village,55.94983,-3.21094,Entire home/apt,164,5,194,2022-08-28,2.07,1,205,36,
4012325,City centre private garden oasis. A hidden gem.,20802996,Irene,,Dalry and Fountainbridge,55.94407,-3.20968,Entire home/apt,70,3,239,2022-07-31,2.47,1,0,24,
4013052,3 bed balcony flat,5013254,Cat,,Easter Road and Hawkhill Avenue,55.96085,-3.17248,Entire home/apt,150,2,188,2022-08-18,2.34,2,13,19,
4024383,"Cordiner’s Land, Grassmarket, in historic building",20863852,Bob,,Tollcross,55.94632,-3.20008,Entire home/apt,150,2,72,2022-09-01,0.75,1,23,4,
4030882,Double Room in Spacious Flat,14549312,Iain,,Leith (Hermitage and Prospect Bank),55.96856,-3.15976,Private room,50,3,44,2022-09-08,0.48,1,297,6,
4035600,5 star Castle View Apartment Edinburgh City Centre,20923270,Siobhan,,Tollcross,55.94717,-3.2038,Entire home/apt,640,1,24,2022-07-22,0.27,12,169,3,
4044460,A fabulous Town House,20970169,Belinda & Stephen,,Tollcross,55.94226,-3.20774,Entire home/apt,750,2,97,2022-08-29,1.04,3,10,20,
4071907,Twin room ensuite and breakfast in quiet area,15793128,Clarance,,The Grange,55.93304,-3.18619,Private room,103,2,29,2022-08-25,0.34,2,0,9,
4074181,Modern City Apt with Garage & Patio - Free Parking,3347799,Stuart,,"Old Town, Princes Street and Leith Street",55.95667,-3.19016,Entire home/apt,156,3,74,2022-07-25,0.82,28,0,39,
4098269,CoDE Co-Living - Pod Bed,20509940,Ben,,"Old Town, Princes Street and Leith Street",55.95208,-3.20058,Shared room,47,1,117,2022-09-08,1.21,5,338,42,
4100608,Quiet OldTown apartment parking,3092851,Lynne,,"Old Town, Princes Street and Leith Street",55.94926,-3.18199,Entire home/apt,307,2,26,2022-08-28,0.28,9,106,8,
4116777,Relax in this comfy & spacious city centre home,20923270,Siobhan,,Deans Village,55.95207,-3.21344,Entire home/apt,416,1,25,2022-07-08,0.27,12,125,9,
4135978,"Beautiful, Spacious and Central",9143977,Diane,,New Town West,55.9573,-3.2028,Entire home/apt,150,3,189,2022-09-11,2.06,1,258,43,
4144824,2 bedroom apartment with park view,20685574,Robert,,Polwarth,55.93975,-3.22717,Entire home/apt,140,3,50,2022-08-02,0.53,1,272,3,
4147227,Spacious 3 bed Georgian apt in the city centre,19173145,Anabel,,New Town East and Gayfield,55.9586,-3.18689,Entire home/apt,181,3,74,2022-09-08,0.77,31,4,28,
4147276,Sunny 1bdr flat in Edinburgh,3713949,David,,Easter Road and Hawkhill Avenue,55.96088,-3.17005,Entire home/apt,48,2,85,2019-09-30,0.99,1,0,0,
4147533,Fabulous classical  family home,20152582,Honor,,Morningside and Craighouse,55.92248,-3.21511,Private room,55,1,18,2022-08-28,0.21,1,0,2,
4151015,Very Central Fresh Spacious Rooms,1209688,Trystan,,Meadows and Southside,55.94556,-3.18981,Private room,45,6,542,2022-08-30,5.59,3,2,7,
4155553,CoDE Co-Living - Pod Bed (FEMALE ONLY),20509940,Ben,,"Old Town, Princes Street and Leith Street",55.95335,-3.19871,Shared room,52,1,122,2022-08-20,1.26,5,333,50,
4156231,Very Central Quirky Spacious Room5j,1209688,Trystan,,"Old Town, Princes Street and Leith Street",55.94727,-3.18981,Private room,45,5,511,2022-09-07,5.27,3,1,7,
4167205,Classic Marchmont Charm@The Meadows,20923270,Siobhan,,Marchmont West,55.93717,-3.19909,Entire home/apt,256,1,21,2022-07-19,0.22,12,129,7,
4169183,The Causewayside Apartment @ The Southside,20923270,Siobhan,,The Grange,55.93554,-3.17847,Entire home/apt,231,1,13,2022-06-26,0.15,12,166,8,
4171493,Luxury 4* Hopetoun Apartment,21646227,Elizabeth,,New Town East and Gayfield,55.96037,-3.18422,Entire home/apt,98,3,165,2022-09-01,1.74,3,237,52,
4171920,"CENTRAL,MODERN,SPACIOUS WITH FREE PARKING & Wi-Fi",16243252,Slawomir,,Hillside and Calton Hill,55.96145,-3.17608,Entire home/apt,155,3,120,2022-08-01,1.32,2,151,23,
4207866,Retro Inspired Home in the Heart of the Old Town,1647713,Dunc & Dee,,"Old Town, Princes Street and Leith Street",55.94687,-3.19524,Entire home/apt,109,3,429,2022-09-01,4.50,4,76,63,
4215098,Luxury 4* Annandale Apartment,21646227,Elizabeth,,New Town East and Gayfield,55.96023,-3.18421,Entire home/apt,74,5,117,2022-08-31,1.25,3,261,38,
4222434,Stylish Cottage in the heart of Georgian Edinburgh,21913536,Julie,,Hillside and Calton Hill,55.95653,-3.17343,Entire home/apt,100,3,245,2022-08-26,2.54,2,0,7,
4222620,Brunswick Road apartment,21914275,Cailean Property,,Hillside and Calton Hill,55.96063,-3.17404,Entire home/apt,200,2,5,2019-09-26,0.06,2,63,0,
4222770,Townhouse,21914275,Cailean Property,,Leith (Albert Street),55.9611,-3.17709,Entire home/apt,529,7,1,2018-09-17,0.02,2,278,0,
4261735,Double Room in Detached home,22118905,Fiona,,Murrayfield and Ravelston,55.95351,-3.23502,Private room,75,2,22,2022-08-28,0.25,1,317,7,
4263915,Luxury Thistle St New Town 1 Bed Apartment,14453668,Graeme,,New Town West,55.95436,-3.20028,Entire home/apt,108,2,153,2022-07-09,1.65,3,297,38,
4265784,Double Room In Cosy Cottage,21712945,Barbara,,Queensferry East,55.9898,-3.39834,Private room,71,1,84,2022-08-22,0.97,2,328,17,
4285416,The Cooperage on The Shore in Leith,21373563,Robert,,The Shore and Constitution Street,55.97632,-3.17087,Entire home/apt,140,4,253,2022-09-09,2.67,2,139,50,
4291051,Double Bed in Gigantic New Town Room,16331723,Tessa,,New Town East and Gayfield,55.95819,-3.19301,Private room,86,1,659,2022-09-11,6.90,3,36,108,
4313081,"Penthouse, en suite, terrace  near centre",19841316,Rhona,,The Grange,55.92902,-3.18661,Private room,77,3,62,2022-08-29,0.68,2,231,16,
4329780,City apartment with swimming pool,20888221,Valentin,,Dalry and Fountainbridge,55.94204,-3.21991,Entire home/apt,110,2,136,2022-09-04,1.42,1,214,26,
4331876,Edinburgh View Studio Apartment,22491554,Jack,,"Old Town, Princes Street and Leith Street",55.950108,-3.194255,Entire home/apt,133,2,275,2022-08-30,2.89,1,93,55,
4352946,Castle View - Grassmarket Apartment,22597535,Agnes & Philip,,"Old Town, Princes Street and Leith Street",55.94801,-3.19856,Entire home/apt,166,3,78,2022-05-27,0.81,29,12,11,
4358584,No19 The Apartment,20970169,Belinda & Stephen,,New Town West,55.95565,-3.19899,Entire home/apt,671,2,113,2022-08-24,1.21,3,121,27,
4362294,Dreamy New Town (en-suite) Room with a Super King,16331723,Tessa,,New Town East and Gayfield,55.95782,-3.19205,Private room,108,1,753,2022-09-09,7.99,3,92,132,
4377322,Central Modern GF Apartment With Free Parking,17456527,Susan,,Deans Village,55.94527,-3.22064,Entire home/apt,300,4,63,2022-09-03,0.67,1,0,3,
4391876,Bright & Spacious One Bedroom Flat,212240475,Frankie,,Broughton North and Powderhall,55.9626,-3.19307,Entire home/apt,110,2,121,2022-08-29,1.27,1,55,21,
4405233,Scott House - Chinioserie Room,22868628,Jemima,,New Town East and Gayfield,55.95855,-3.18917,Private room,117,2,74,2022-08-23,0.86,6,53,48,
4406460,Cozy Up at a Georgian Mews Home near the City,22874679,Lorna,,New Town West,55.95468,-3.20576,Entire home/apt,211,3,277,2022-08-29,3.24,3,324,36,
4423878,Bright Holiday Apartment Edinburgh,22964543,Radka,,Meadows and Southside,55.9418,-3.20245,Entire home/apt,79,2,241,2022-08-17,2.74,2,1,1,
4430257,Top floor flat with the best view of Edinburgh,5505419,Lauren,,"Inverleith, Goldenacre and Warriston",55.96925,-3.20734,Entire home/apt,165,2,8,2022-08-28,1.85,1,37,8,
4467872,Exclusive Edinburgh Castle Duplex,2613333,Anna,,"Old Town, Princes Street and Leith Street",55.94904,-3.19675,Entire home/apt,489,2,205,2022-08-29,2.23,1,154,50,
4470532,R4) Twin Room Shared facilities,4032602,Kim,,The Grange,55.93303,-3.17378,Private room,75,1,0,,,7,0,0,
4472435,The Traquair Park Residence,646220,Reserve,,Carrick Knowe,55.94041,-3.27362,Entire home/apt,291,1,7,2022-04-14,0.19,46,0,3,
4498697,"MODERN, SPECIOUS, CENTAL LOCATION,",16271752,Paul,,Gorgie East,55.94327,-3.22227,Entire home/apt,131,2,131,2022-08-21,1.40,3,242,9,
4506924,Historic Apartment in Old Town,10078285,Click And Rent Edinburgh,,"Old Town, Princes Street and Leith Street",55.94935,-3.18757,Entire home/apt,126,2,453,2022-08-27,4.76,16,76,61,
4511035,"Edinburgh Luxury Apartment, Castlehill View",17418173,Kitty,,Tollcross,55.94749,-3.20314,Entire home/apt,92,4,50,2019-10-26,0.53,2,0,0,
4514157,Cosy 2 bed apartment in charming Canonmills area,19173145,Anabel,,Canonmills and New Town North,55.96127,-3.20106,Entire home/apt,150,3,96,2022-09-11,1.08,31,45,42,
4515443,"The Grassmarket Snug, 5 minutes from the Castle",23412008,Ashlie&Grant,,Tollcross,55.94547,-3.19976,Entire home/apt,68,3,534,2022-09-09,5.70,2,92,57,
4516600,Duplex apartment in Dean Village with parking,19173145,Anabel,,Deans Village,55.95166,-3.21764,Entire home/apt,214,3,66,2022-07-31,0.74,31,0,28,
4518565,Outstanding City Centre Apartment,5116371,Dele,,Tollcross,55.94851,-3.20475,Entire home/apt,89,2,205,2022-08-29,2.19,4,94,64,
4518958,Big Comfortable Cosy Central Room,1209688,Trystan,,Meadows and Southside,55.9454,-3.18698,Private room,52,5,264,2022-08-29,2.78,3,0,3,
4543508,Large Comfortable House,1955646,Ronnie,,"Blackford, West Mains and Mayfield Road",55.930359,-3.181535,Entire home/apt,239,2,195,2022-09-01,2.11,1,214,37,
4547734,Hillside Double Upper - quiet & central,8087162,Josi,,Hillside and Calton Hill,55.96056,-3.1806,Entire home/apt,111,28,28,2022-07-25,0.29,1,71,1,
4628871,Best View in City Centre,2280137,Gill,,"Old Town, Princes Street and Leith Street",55.95003,-3.19369,Entire home/apt,101,4,237,2022-08-27,2.52,10,53,43,
4634606,Sunny 2 bdrm flat stunning location,5711578,Dan And Alex,,Stockbridge,55.95653,-3.21018,Entire home/apt,96,3,230,2022-09-09,2.46,2,99,47,
4636411,Quiet 2 bed flat with secure private parking,19173145,Anabel,,New Town East and Gayfield,55.96166,-3.18656,Entire home/apt,159,3,90,2022-09-04,0.96,31,51,37,
4662090,Stunning apartment in  prime city centre location,24123708,Dorothy,,The Grange,55.93644,-3.19245,Entire home/apt,250,7,15,2022-08-26,0.20,1,0,3,
4677078,Cosy Apartment close to Centre of Edinburgh,6272282,Iain,,Polwarth,55.93796,-3.22113,Entire home/apt,107,3,11,2022-09-10,0.32,1,31,6,
4678731,Annex Flat In Leafy Suburb.,24196385,Alison,,Clermiston and Drumbrae,55.95971,-3.2856,Entire home/apt,60,1,102,2022-08-25,1.09,1,217,24,
4703594,Whole Spacious Victorian Flat in Central Edinburgh,16207567,Barbara,,Hillside and Calton Hill,55.95908,-3.17312,Entire home/apt,200,2,2,2022-08-15,0.02,1,21,1,
4718575,Lovely room in central apartment ❤️,13253365,Kate,,Gorgie East,55.93816,-3.23003,Private room,38,20,21,2022-08-01,0.23,2,265,2,
4734616,Large & Stylish Entire 2BR City Centre Apartment,3347799,Stuart,,Tollcross,55.94839,-3.20463,Entire home/apt,192,2,73,2022-08-30,0.79,28,61,44,
4742940,Central City 2-storey 3-Bed Flat at Drummond Place,3347799,Stuart,,Canonmills and New Town North,55.9591,-3.19775,Entire home/apt,290,3,89,2022-09-10,1.18,28,125,38,
4765154,Stylish base near Haymarket Station,1642915,Rachel,,Dalry and Fountainbridge,55.944809,-3.211993,Entire home/apt,90,3,41,2022-08-26,0.45,1,0,11,
4773508,Attached Apartment,24620750,Janet,,Slateford and Chesser,55.93093,-3.24281,Entire home/apt,71,2,180,2022-09-11,1.92,1,212,23,
4776856,Peaceful Modern Home with free parking,15897477,Ergun,,West Pilton,55.97011,-3.23785,Entire home/apt,52,1,58,2022-08-29,0.67,3,0,14,
4789840,Elegant Georgian hideaway in the heart of New Town,19173145,Anabel,,Stockbridge,55.96083,-3.20846,Entire home/apt,236,3,13,2022-08-01,0.15,31,69,7,
4799347,Stunning Georgian Apt in the heart of New Town,19173145,Anabel,,New Town East and Gayfield,55.95883,-3.1936,Entire home/apt,236,3,51,2022-09-11,0.56,31,13,24,
4805730,"Comfy, spacious room",24755470,Susan,,Marchmont East and Sciennes,55.93778,-3.18213,Private room,50,2,94,2020-01-02,1.00,1,256,0,
4829179,Spacious & charming apt close to Usher Hall,19173145,Anabel,,Tollcross,55.94719,-3.20343,Entire home/apt,214,3,72,2022-08-24,0.79,31,43,30,
4837168,Swanston Farm Holiday Cottages,24896756,Joanna,,Bonaly and The Pentlands,55.89474,-3.21612,Entire home/apt,79,3,15,2021-01-29,0.16,1,0,0,
4844341,Charming retreat by Royal Mile,24901986,Stuart,,"Old Town, Princes Street and Leith Street",55.94997,-3.18332,Entire home/apt,75,3,288,2022-09-03,3.07,1,89,52,
4852525,Royal Mile Retreat!,22445250,Alison,,"Old Town, Princes Street and Leith Street",55.9497,-3.18582,Entire home/apt,116,1,815,2022-08-30,8.80,1,267,108,
4862112,Edinburgh Old Town Apartment,16252882,Wendy,,Tollcross,55.94629,-3.19999,Entire home/apt,90,2,63,2022-09-13,0.67,1,157,9,
4885149,En Suite Double Room with Wi Fi,9441681,Caroline,,"Gracemount, Southhouse and Burdiehouse",55.89833,-3.16045,Private room,52,1,37,2022-09-11,0.40,2,58,23,
4885236,Stunning Quartermile 2 bed flat with parking,19173145,Anabel,,Meadows and Southside,55.94376,-3.19165,Entire home/apt,246,3,81,2022-09-06,0.99,31,34,29,
4886458,Holiday apartment with parking.  Entire place,3092851,Lynne,,Meadows and Southside,55.93806,-3.17992,Entire home/apt,119,3,20,2022-08-15,0.22,9,79,1,
4889209,1 Bed Apartment (sleeps 4) on Leith Walk,25134776,Ben,,Pilrig,55.96581,-3.17619,Entire home/apt,122,2,5,2022-09-11,0.05,1,29,4,
4902399,Lovely Traditional City Centre Flat,16107719,Moira,,Broughton South,55.96358,-3.18139,Entire home/apt,1000,28,10,2021-12-30,0.11,2,365,2,
4911435,"Stylish, modern, New Town flat, parking inc.",25289894,Denise,,New Town East and Gayfield,55.95889,-3.19203,Entire home/apt,175,3,261,2022-09-03,2.88,1,0,16,
4915970,Studio Apartment with Castle View,25316365,Ann,,Tollcross,55.94617,-3.20022,Entire home/apt,90,2,781,2022-09-11,8.36,2,110,140,
4935807,Country Setting by Heriot Watt University,7779635,Rebecca And Jimmy,,Currie West,55.89952,-3.34324,Private room,45,1,216,2022-09-11,2.34,1,328,26,
4951931,Edinburgh Near Centre Luxury apartm,3383535,Mario,,Meadowbank and Abbeyhill North,55.9576,-3.16052,Entire home/apt,82,1,315,2022-09-10,3.44,3,43,40,
4957896,Comfortable Room in lovely flat,8538394,Adam,,Comely Bank,55.95589,-3.21649,Private room,56,6,38,2022-09-01,0.42,2,40,9,
4986586,double room 1,25706465,Sev,,West Pilton,55.96986,-3.2411,Private room,39,1,86,2022-09-13,0.95,2,12,30,
5015635,Grassmarket - very central,23446900,Todd,,Tollcross,55.94614,-3.1991,Entire home/apt,110,2,88,2022-08-29,0.97,1,0,21,
5018225,Secure Spacious Meadows Flat - Sleeps 7,6254023,John,,Marchmont West,55.93781,-3.20078,Entire home/apt,282,14,19,2022-07-17,0.22,1,46,6,
5028704,West End Garden Apartment Room,25954185,Mark & Doug,,Deans Village,55.94754,-3.21584,Private room,79,1,194,2022-09-08,2.10,1,232,72,
5080569,Spacious twin or double room,13700693,Virginia,,Deans Village,55.94933,-3.21538,Private room,90,2,69,2022-09-12,0.76,1,133,15,
5102571,Guthrie Street apartment in Old Town. FESTIVAL,18214643,Mark,,"Old Town, Princes Street and Leith Street",55.94805,-3.18746,Entire home/apt,221,3,3,2022-08-26,0.03,3,0,1,
5131054,The Ocean Drive Residence (Edinburgh),646220,Reserve,,Western Harbour and Leith Docks,55.97947,-3.16753,Entire home/apt,155,1,20,2022-08-28,0.31,46,339,17,
5168397,Edinburgh Waterfront Apartments,26730393,Servicedapartments,,Western Harbour and Leith Docks,55.98609,-3.19064,Entire home/apt,280,7,0,,,1,358,0,
5170024,Cosy 1 bedroom apartment in city centre,19173145,Anabel,,New Town East and Gayfield,55.95903,-3.18425,Entire home/apt,122,3,100,2022-09-09,1.12,31,22,56,
5181722,Great ground floor Colony flat & garden,202221199,Barbara,,North Leith and Newhaven,55.97615,-3.18684,Entire home/apt,80,2,39,2022-08-29,0.63,6,0,9,
5225996,Very Central Property: Sleeps 6ppl,11362736,Sonia,,New Town West,55.95561,-3.20346,Entire home/apt,144,1,220,2022-08-29,2.46,16,292,50,
5256966,4 Person Family Tent,27210189,Edinburgh Festival Camping,,"Ratho, Ingliston and Gogar",55.94088,-3.38049,Entire home/apt,86,1,1,2019-08-11,0.03,3,0,0,
5277252,City Centre@Quartermile Apartment,27317706,Alice,,Meadows and Southside,55.94454,-3.19467,Entire home/apt,183,2,147,2022-08-31,1.72,1,154,33,
5299640,Holyrood Park View,21373563,Robert,,"Canongate, Southside and Dumbiedykes",55.94406,-3.1779,Private room,50,4,176,2022-09-05,1.92,2,35,5,
5392640,Bright City Centre Apartment,27952803,Dawn,,Tollcross,55.94532,-3.20936,Entire home/apt,70,7,358,2022-09-02,3.92,3,27,10,
5476737,"Newly refurbished, charming, city centre apartment",28390358,Deirdre,,Broughton North and Powderhall,55.96142,-3.19369,Entire home/apt,106,4,81,2022-05-30,0.94,1,0,7,
5517380,Fabulous House Close to Edinburgh Centre,27948172,Diana,,"Inverleith, Goldenacre and Warriston",55.96678,-3.20313,Entire home/apt,320,21,5,2019-08-09,0.06,2,347,0,
5519863,Botanic Garden Apartment Edinburgh,13275131,Dee,,"Inverleith, Goldenacre and Warriston",55.96825,-3.2081,Entire home/apt,139,2,171,2022-08-06,1.91,1,188,14,
